"platform","keyword","comment","label_emotion","","Label","","Total"
"YouTube","#PeekABoo","Kok aku malah takut pas mereka senyum, serasa creepy banget 😭","3","","","",""
"TikTok","#PeekABoo","Vibenya manis tapi serem, aku bingung takut apa kagum 😭","3","","","",""
"YouTube","#PeekABoo","Lagu enak tapi MV-nya kaya ada jumpscare halus 😨","3","","","",""
"TikTok","#PeekABoo","Siapa yang nonton malem-malem sendirian? Ga berani lagi aku 😭","3","","","",""
"TikTok","#PeekABoo","Baru nyadar konsepnya serem banget pas rewatch, help 😭","3","","","",""
"YouTube","#Monster","Auranya gelap banget, kayak ditatap langsung sama monster-nya 😱","3","","","",""
"TikTok","#Monster","Visualnya keren tapi creepy parah, ngeri ngeliat ekspresinya 😭","3","","","",""
"YouTube","#Monster","Dari awal udah berasa tegang, kayak ada vibe possessed gitu 🫣","3","","","",""
"TikTok","#Monster","Suara beatnya bikin jantung deg-degan, berasa di horror movie 😭","3","","","",""
"YouTube","#VENOM","Efek cerminnya serem banget, berasa ada yang ngawasin 😨","3","","","",""
"TikTok","#VENOM","Ngeri banget pas bagian spider efeknya, aku langsung pause 😭","3","","","",""
"YouTube","#VENOM","Keren sih, tapi auranya DARKK banget sampe merinding beuutt","3","","","",""
"TikTok","#VENOM","GILAAA serasa ketarik ke dunia gelapnya mereka, takut tapi keren 😭","3","","","",""
"TikTok","#kpop","Lagu ini bikin aku senyum dari awal sampai akhir 😭💛","1","","","",""
"TikTok","#kpop","Gila sih vibes-nya, langsung bikin mood naik!","1","","","",""
"TikTok","#kpop","Dengerin ini pagi-pagi = hari jadi lebih ringan.","1","","","",""
"TikTok","#kpop","Reff-nya bikin joget sendiri wkwk.","1","","","",""
"TikTok","#kpop","Ini tipe lagu yang bikin hidup terasa oke lagi.","1","","","",""
"TikTok","#kpop","Baru 5 detik udah happy banget rasanya.","1","","","",""
"TikTok","#kpop","Nggak tau kenapa, lagu ini tuh cerah banget.","1","","","",""
"TikTok","#kpop","Kok bisa ya lagu sesimple ini bikin bahagia?","1","","","",""
"TikTok","#kpop","Yang denger ini sambil senyum-senyum sendiri, sini tos!","1","","","",""
"TikTok","#kpop","Rasanya kayak dapet kabar baik tiba-tiba.","1","","","",""
"TikTok","#kpop","Beat-nya bikin aku lupa masalah sebentar.","1","","","",""
"TikTok","#kpop","Lagu yang langsung bikin good day.","1","","","",""
"TikTok","#kpop","Ini sih definisi “healing lewat telinga”.","1","","","",""
"TikTok","#kpop","Baru bangun tidur langsung puter ini biar mood oke.","1","","","",""
"TikTok","#kpop","Nonton MV-nya bikin tambah bahagia.","1","","","",""
"TikTok","#kpop","Seneng banget ketemu lagu kayak gini di FYP.","1","","","",""
"TikTok","#kpop","Langsung masuk playlist “mood booster”.","1","","","",""
"TikTok","#kpop","Lagunya cerah, kayak hari libur dadakan.","1","","","",""
"TikTok","#kpop","Nggak bisa berhenti replay, bahagia banget.","1","","","",""
"TikTok","#kpop","Yang bikin lagu ini pasti lagi jatuh cinta wkwk.","1","","","",""
"TikTok","#kpop","Bikin pengen nari di dapur.","1","","","",""
"TikTok","#kpop","Ini lagu tuh good vibes banget sumpah.","1","","","",""
"TikTok","#kpop","Vocals-nya lembut tapi bikin senang.","1","","","",""
"TikTok","#kpop","Saat hidup chaos, lagu kayak gini nyelametin.","1","","","",""
"TikTok","#kpop","Bisa-bisanya lagu bikin aku senyum kayak orang bego.","1","","","",""
"TikTok","#kpop","Berasa lagi naik motor sore kena angin.","1","","","",""
"TikTok","#kpop","Lagu santai tapi nge-boost mood parah.","1","","","",""
"TikTok","#kpop","Bahagia sederhana ya kayak gini.","1","","","",""
"TikTok","#kpop","Bikin otak langsung cerah.","1","","","",""
"TikTok","#kpop","Baru pertama dengar udah ketagihan.","1","","","",""
"TikTok","#kpop","Ini lagu cocok buat roadtrip.","1","","","",""
"TikTok","#kpop","Pengen nari bareng temen kalau denger ini.","1","","","",""
"TikTok","#kpop","Bikin hidup kayak lebih ringan aja gitu.","1","","","",""
"TikTok","#kpop","Suasana langsung ceria pas intro masuk.","1","","","",""
"TikTok","#kpop","Kayak lagi jatuh cinta padahal enggak wkwk.","1","","","",""
"TikTok","#kpop","Ini lagu bikin pengen peluk semua orang.","1","","","",""
"TikTok","#kpop","Keren banget, bikin mood auto naik.","1","","","",""
"TikTok","#kpop","Fun banget lagunya!","1","","","",""
"TikTok","#kpop","Dengerin ini sambil kerja jadi semangat.","1","","","",""
"YouTube","#kpop","Lagu bahagia tanpa sebab namanya ini.","1","","","",""
"TikTok","#kpop","Kok bisa ya sesimpel ini tapi ngefek?","1","","","",""
"TikTok","#kpop","Lagunya bikin hari jadi manis.","1","","","",""
"TikTok","#kpop","Berasa kayak sunrise vibes.","1","","","",""
"TikTok","#kpop","Inilah alasan kenapa musik harus ada.","1","","","",""
"TikTok","#kpop","Energi positif banget.","1","","","",""
"TikTok","#kpop","Nggak ngerti lagi, ini beneran bikin happy.","1","","","",""
"TikTok","#kpop","Bikin senyum reflex.","1","","","",""
"TikTok","#kpop","Dengerin ini bikin pengen hidup lebih lama.","1","","","",""
"TikTok","#kpop","Bikin pengen nyanyi keras-keras.","1","","","",""
"TikTok","#kpop","Semoga yang bikin lagu ini bahagia terus.","1","","","",""
"TikTok","#kpop","Bikin kaki goyang sendiri.","1","","","",""
"TikTok","#kpop","Musiknya ceria tapi adem.","1","","","",""
"TikTok","#kpop","Bahagianya sederhana, cuma butuh lagu ini.","1","","","",""
"TikTok","#kpop","Beat drop-nya nagih.","1","","","",""
"TikTok","#kpop","Beneran kayak sunshine in a song.","1","","","",""
"TikTok","#kpop","Mood langsung 100/100 mantap cuyyyy","1","","","",""
"TikTok","#kpop","Pas masuk reff langsung senyum.","1","","","",""
"TikTok","#kpop","Cocok buat playlist pagi.","1","","","",""
"TikTok","#kpop","Ini vibes-nya kayak dapet gaji wkwk.","1","","","",""
"TikTok","#kpop","Lagu termanis minggu ini.","1","","","",""
"TikTok","#kpop","Enak banget sampai nggak bisa marah.","1","","","",""
"TikTok","#kpop","Dengerin ini bikin hati adem.","1","","","",""
"TikTok","#kpop","Tolong ini happy banget 😭","1","","","",""
"TikTok","#kpop","Nggak bisa benci lagu kayak gini.","1","","","",""
"TikTok","#kpop","Bawaannya pengen dancing.","1","","","",""
"TikTok","#kpop","Lagu bahagia paling effortless.","1","","","",""
"TikTok","#kpop","Setiap dengar, mood balik lagi.","1","","","",""
"TikTok","#kpop","Ini definisi bright vibe.","1","","","",""
"TikTok","#kpop","Funny dan cute banget lagunya.","1","","","",""
"TikTok","#kpop","Langsung bikin hidup terasa oke.","1","","","",""
"TikTok","#kpop","Auto senyum 20 menit.","1","","","",""
"TikTok","#kpop","Pas banget buat hari hujan biar cerah.","1","","","",""
"TikTok","#kpop","Reff-nya cheerful banget.","1","","","",""
"TikTok","#kpop","Kayak dapet peluk dari lagu.","1","","","",""
"TikTok","#kpop","Happy virus banget.","1","","","",""
"TikTok","#kpop","Harusnya lagu ini diputer di mall biar semua senang.","1","","","",""
"TikTok","#kpop","Denger 3 detik aja udah tau ini bagus.","1","","","",""
"TikTok","#kpop","Ini lagu kayak good news.","1","","","",""
"TikTok","#kpop","Wajib masuk playlist bahagia.","1","","","",""
"TikTok","#kpop","Kebahagiaanku sederhana, lagu ini aja.","1","","","",""
"TikTok","#kpop","Bisa-bisanya bikin aku joget di kursi.","1","","","",""
"TikTok","#kpop","Ini happy-core banget.","1","","","",""
"TikTok","#kpop","Bikin lupa kalau hidup capek.","1","","","",""
"TikTok","#kpop","Lagu yang cocok buat senja ceria.","1","","","",""
"TikTok","#kpop","Vibes-nya uplifting parah.","1","","","",""
"TikTok","#kpop","This is serotonin booster.","1","","","",""
"TikTok","#kpop","Setiap notenya tuh sunshine.","1","","","",""
"TikTok","#kpop","Lagu yang bisa nyembuhin mood jelek.","1","","","",""
"TikTok","#kpop","Positif banget auranya.","1","","","",""
"TikTok","#kpop","Ini musik kayak pelukan hangat.","1","","","",""
"TikTok","#kpop","Bahagia kecil tapi nyata.","1","","","",""
"TikTok","#kpop","Lagu yang selalu bikin aku tersenyum.","1","","","",""
"TikTok","#kpop","Cuma musik tapi bikin hati lega.","1","","","",""
"TikTok","#kpop","Vibes “hidup itu lucu dan baik-baik aja kadang”.","1","","","",""
"TikTok","#kpop","Nggak cape-cape replay.","1","","","",""
"TikTok","#kpop","Ajaib banget lagu bisa se-happy ini.","1","","","",""
"TikTok","#kpop","Ini tuh bright energy.","1","","","",""
"TikTok","#kpop","Dengerin ini di perjalanan = perfection.","1","","","",""
"TikTok","#kpop","Mood langsung improve 300%.","1","","","",""
"TikTok","#kpop","Makasih buat lagu yang bikin hari ceria!","1","","","",""
"TikTok","#kpop","Lagu ini bikin hati kerasa kosong banget.","2","","","",""
"TikTok","#kpop","Baru dengar 10 detik udah pengen nangis.","2","","","",""
"TikTok","#kpop","Kenapa lagu sedih selalu muncul pas lagi rapuh ya.","2","","","",""
"TikTok","#kpop","Reff-nya nusuk parah, gak kuat.","2","","","",""
"TikTok","#kpop","Ini lagu kayak nyeritain apa yang gak bisa aku omongin.","2","","","",""
"TikTok","#kpop","Denger ini berasa dipeluk tapi juga ditinggal.","2","","","",""
"TikTok","#kpop","Nggak tau kenapa, lagu ini nyakitin dengan cara lembut.","2","","","",""
"TikTok","#kpop","Tiba-tiba kepikiran semua hal yang belum kelar.","2","","","",""
"TikTok","#kpop","Ini lagu kayak buka luka lama.","2","","","",""
"TikTok","#kpop","Nangis tanpa sadar pas bagian ini masuk.","2","","","",""
"TikTok","#kpop","Sumpah suara penyanyinya kayak ngerti rasa sakitku.","2","","","",""
"TikTok","#kpop","Capek tapi tetap dengerin karena relate.","2","","","",""
"TikTok","#kpop","Lagu yang bikin pengen tidur biar lupa semuanya.","2","","","",""
"TikTok","#kpop","Kayak lagi hujan di dalam hati.","2","","","",""
"TikTok","#kpop","Padahal cuma lagu, tapi rasanya berat banget.","2","","","",""
"TikTok","#kpop","Ini tipe lagu yang cuma bisa didenger pas sendirian.","2","","","",""
"TikTok","#kpop","Bikin nyesek tanpa alasan.","2","","","",""
"TikTok","#kpop","Feel-nya terlalu dekat sama hidupku.","2","","","",""
"TikTok","#kpop","Sedihnya elegan banget, nyampe ke tulang.","2","","","",""
"TikTok","#kpop","Kenapa sih lagu sedih tuh selalu paling jujur.","2","","","",""
"TikTok","#kpop","Reff-nya bikin kangen orang yang nggak balik.","2","","","",""
"TikTok","#kpop","Waduh, air mata langsung turun.","2","","","",""
"TikTok","#kpop","Ini lagu bikin hati remuk halus.","2","","","",""
"TikTok","#kpop","Cocok didenger jam 2 pagi pas hidup terasa hancur.","2","","","",""
"TikTok","#kpop","Jujur, ini terlalu identik sama kisahku.","2","","","",""
"TikTok","#kpop","Lagu ini tuh kayak “semua baik-baik saja” tapi sebenarnya enggak.","2","","","",""
"TikTok","#kpop","Sakit tapi nagih.","2","","","",""
"TikTok","#kpop","Suasana lagunya bikin dada berat.","2","","","",""
"TikTok","#kpop","Kenapa harus ada lagu sebagus dan sesakit ini.","2","","","",""
"TikTok","#kpop","Andai suara bisa nangis, pasti mirip lagu ini.","2","","","",""
"TikTok","#kpop","Kayak ditemani rasa sedih yang aku pura-pura nggak ada🫰🏻🫰🏻","2","","","",""
"TikTok","#kpop","Bikin inget orang yang udah nggak bisa dihubungi.","2","","","",""
"TikTok","#kpop","Kasarnya, lagu ini nyayat tapi pelan-pelan.","2","","","",""
"TikTok","#kpop","Denger ini sambil liatin langit aja udah hancur.","2","","","",""
"TikTok","#kpop","Nyesek tapi nyaman, aneh banget.","2","","","",""
"TikTok","#kpop","Ini lagu kayak pesan terakhir.","2","","","",""
"TikTok","#kpop","Sakitnya rapi banget.","2","","","",""
"TikTok","#kpop","Kayak ditinggal di waktu yang salah.","2","","","",""
"TikTok","#kpop","Intro-nya aja udah bikin mau nangis.","2","","","",""
"TikTok","#kpop","Kok bisa ya musik ngasih rasa sesendu ini.","2","","","",""
"TikTok","#kpop","Reff-nya bikin kangen hal yang gak pernah selesai.","2","","","",""
"YouTube","#kpop","Senandung sedih yang nggak bisa ditolak.","2","","","",""
"TikTok","#kpop","Ini lagu kayak pelan-pelan bilang “gapapa nangis”.","2","","","",""
"TikTok","#kpop","Lagu yang bikin kamu sadar kamu belum move on.","2","","","",""
"TikTok","#kpop","Rasa sesaknya tuh nyata.","2","","","",""
"TikTok","#kpop","Diputar sekali langsung masuk playlist patah hati.","2","","","",""
"TikTok","#kpop","Ini bukan lagu, ini surat perpisahan.","2","","","",""
"TikTok","#kpop","Kayak ada angin dingin masuk ke dada.","2","","","",""
"TikTok","#kpop","Sedihnya gak meledak, tapi terus nyetir hati.😭","2","","","",""
"TikTok","#kpop","Tiba-tiba kepikiran semua kehilangan.","2","","","",""
"TikTok","#kpop","Ini lagu bikin ruang kamar terasa lebih sunyi.","2","","","",""
"TikTok","#kpop","Pas bagian ini masuk aku langsung diem.","2","","","",""
"TikTok","#kpop","Gak kuat dengernya tapi gak bisa stop.","2","","","",""
"TikTok","#kpop","Kayak seseorang bilang selamat tinggal tanpa suara.","2","","","",""
"TikTok","#kpop","Lagu ini tuh seperti “aku baik-baik saja” versi bohong.","2","","","",""
"TikTok","#kpop","Bikin nahan napas saking sedihnya.","2","","","",""
"TikTok","#kpop","Melodinya melow banget, nusuk.","2","","","",""
"TikTok","#kpop","Ini lagu kayak curhat yang nggak selesai-selesai.","2","","","",""
"TikTok","#kpop","Kayak hujan yang jatuhnya pelan tapi nggak berhenti.","2","","","",""
"YouTube","#kpop","Rasanya kayak kehilangan sesuatu yang nggak bisa dijelasin.","2","","","",""
"TikTok","#kpop","Setiap liriknya tuh kayak realita pahit.","2","","","",""
"TikTok","#kpop","Kenangan buruk langsung kebangkit lagi nih. 💗","2","","","",""
"TikTok","#kpop","Lagu ini bukan cuma sedih, tapi nyentuh banget.","2","","","",""
"TikTok","#kpop","Berasa ditarik balik ke masa yang gak pengen diinget.","2","","","",""
"TikTok","#kpop","Ada luka yang kebuka cuma karena satu lagu.","2","","","",""
"TikTok","#kpop","Ini yang namanya sedih yang manis.","2","","","",""
"TikTok","#kpop","Yang senyum sambil nangis gara-gara lagu ini, salam.","2","","","",""
"TikTok","#kpop","Kayak ngeliat diri sendiri yang dulu.","2","","","",""
"TikTok","#kpop","Lagu ini bikin aku sadar aku masih sakit.","2","","","",""
"YouTube","#kpop","Reff-nya tuh kayak “kamu akan baik-baik saja” tapi ternyata enggak.","2","","","",""
"YouTube","#kpop","Suasana redup banget, cocok di malam sunyi.","2","","","",""
"YouTube","#kpop","Sakitnya tuh halus tapi dalem.","2","","","",""
"YouTube","#kpop","Ini lagu kayak nunggu seseorang yang gak bakal balik.","2","","","",""
"YouTube","#kpop","Berasa ditinggal tanpa penjelasan.","2","","","",""
"YouTube","#kpop","Nyeseknya rapi, gak drama tapi dalem.","2","","","",""
"TikTok","#kpop","Sad but comforting, weirdly.","2","","","",""
"YouTube","#kpop","Denger ini langsung hening.","2","","","",""
"YouTube","#kpop","Kayak ada bobot di dada setiap denger beat-nya.","2","","","",""
"YouTube","#kpop","Aku gak nangis, cuma ada debu… banyak…","2","","","",""
"YouTube","#kpop","Lagu yang paling kelam tapi indah.","2","","","",""
"YouTube","#kpop","Denger ini bikin hati kaya runtuh perlahan. 🫰🏻🫰🏻","2","","","",""
"TikTok","#kpop","Liriknya jujur banget sampai sakit.","2","","","",""
"YouTube","#kpop","Kenapa sedih selalu punya lagu sebagus ini.","2","","","",""
"YouTube","#kpop","Ini kayak soundtrack kehilangan.","2","","","",""
"YouTube","#kpop","Rasa kosongnya nyampe banget.","2","","","",""
"YouTube","#kpop","Lagu ini bikin aku ngaku kalau aku gak baik-baik aja.","2","","","",""
"YouTube","#kpop","Sedihnya tuh dewasa banget, bukan lebay.","2","","","",""
"YouTube","#kpop","Kayak momen terakhir sama seseorang.","2","","","",""
"YouTube","#kpop","Ini lagu bikin aku diem lama setelah selesai.","2","","","",""
"YouTube","#kpop","Bikin ngerasa sendirian meski lagi rame.","2","","","",""
"YouTube","#kpop","Melownya elegan banget.","2","","","",""
"YouTube","#kpop","Rasanya kayak berusaha kuat padahal rapuh.","2","","","",""
"YouTube","#kpop","Ini lagu kayak bilang “udah, lepasin aja”.","2","","","",""
"YouTube","#kpop","Pecah banget emosinya emang terbaik member newjeans.","2","","","",""
"YouTube","#kpop","Siapa pun yang bikin ini pasti pernah patah parah.","2","","","",""
"YouTube","#kpop","Air mata turun tanpa izin.","2","","","",""
"YouTube","#kpop","Ini lagu bikin aku inget versi diriku yang hancur.","2","","","",""
"YouTube","#kpop","Sedihnya lembut tapi mematikan.","2","","","",""
"TikTok","#kpop","Cocok buat nangis tanpa suara di kamar gelap.","2","","","",""
"TikTok","#kpop","Makasih sudah bikin lagu yang nyakitin tapi indah.","2","","","",""
"TikTok","#kpop","Kok lagu ini bikin merinding ya, padahal nggak ada apa-apa.","3","","","",""
"TikTok","#kpop","Vibes-nya gelap banget, sumpah jadi takut sendiri.","3","","","",""
"YouTube","#kpop","Ada rasa nggak enak tiap denger bagian ini.","3","","","",""
"TikTok","#kpop","Lagu ini kayak soundtrack mimpi buruk.","3","","","",""
"TikTok","#kpop","Entah kenapa aku deg-degan pas dengerin.","3","","","",""
"TikTok","#kpop","Musiknya bikin kayak ada yang ngeliatin.","3","","","",""
"TikTok","#kpop","Ini lagunya serem tapi nagih.","3","","","",""
"TikTok","#kpop","Kok kayak ada bisikan halus di background…","3","","","",""
"YouTube","#kpop","Bait pertama aja udah unsettling.","3","","","",""
"TikTok","#kpop","Jujur takut tapi tetep replay.","3","","","",""
"TikTok","#kpop","Lagu ini berasa kayak masuk lorong gelap sendirian.","3","","","",""
"TikTok","#kpop","Atmosfernya creepy banget.","3","","","",""
"TikTok","#kpop","Suaranya kayak dari jauh tapi deket.","3","","","",""
"TikTok","#kpop","Bikin ngerasa nggak aman.","3","","","",""
"YouTube","#kpop","Vibes-nya kayak film horror kelas atas.","3","","","",""
"TikTok","#kpop","Deg-degan nggak jelas.","3","","","",""
"TikTok","#kpop","Kok bisa ya musik bikin paranoid.","3","","","",""
"TikTok","#kpop","Bagian instrumentalnya sumpah gelap banget.","3","","","",""
"TikTok","#kpop","Ini lagu kayak peringatan sebelum sesuatu terjadi.","3","","","",""
"TikTok","#kpop","Bikin rasa cemas naik tanpa alasan.","3","","","",""
"TikTok","#kpop","Kayak ada tensi yang nggak pernah dilepas.","3","","","",""
"TikTok","#kpop","Lagu ini bikin aku ngerasa sendirian padahal enggak😭","3","","","",""
"TikTok","#kpop","Atmosfernya “bahaya lagi deket” banget.","3","","","",""
"TikTok","#kpop","Bikin bulu kuduk berdiri tiap reff.","3","","","",""
"TikTok","#kpop","Suara penyanyinya haunting parah.","3","","","",""
"TikTok","#kpop","Ini lagu kayak nyeret kamu ke tempat yang gelap.","3","","","",""
"TikTok","#kpop","Jujur ngeri kalau denger di malam hari.","3","","","",""
"TikTok","#kpop","Kayak ada yang bisik-bisik di belakang.","3","","","",""
"TikTok","#kpop","Vibes-nya bad omen.","3","","","",""
"TikTok","#kpop","Musiknya bikin ngerasa kayak ada yang bakal terjadi.","3","","","",""
"TikTok","#kpop","Lagu ini kayak detak jantung pas panik.","3","","","",""
"TikTok","#kpop","Cemas banget dengernya.","3","","","",""
"TikTok","#kpop","Bagian beat drop-nya bikin aku kaget banget.","3","","","",""
"TikTok","#kpop","Kenapa suasananya kayak ancaman gitu.","3","","","",""
"TikTok","#kpop","Lagu ini creepy tapi mahal.","3","","","",""
"TikTok","#kpop","Ini kayak perasaan tidak aman versi musik.","3","","","",""
"TikTok","#kpop","Kerasa gelapnya sampai ke dada.","3","","","",""
"TikTok","#kpop","Kok rasanya kayak ada bayangan lewat.","3","","","",""
"TikTok","#kpop","Lagu ini bikin aku ngedenger suara yang nggak ada.","3","","","",""
"TikTok","#kpop","Instrumental-nya kayak ritual aneh.","3","","","",""
"TikTok","#kpop","Ada sensasi “lari” padahal cuma duduk.","3","","","",""
"TikTok","#kpop","Ketegangannya gak enak tapi nagih.","3","","","",""
"TikTok","#kpop","Ini soundtrack anxiety.","3","","","",""
"TikTok","#kpop","Denger ini malam-malam bukan ide bagus.","3","","","",""
"TikTok","#kpop","Kok suara latarnya kayak langkah kaki.","3","","","",""
"TikTok","#kpop","Vibes-nya kayak dikejar sesuatu.","3","","","",""
"TikTok","#kpop","Lagu yang bikin kamu noleh ke belakang.","3","","","",""
"TikTok","#kpop","Ini lagu bikin ruangan kerasa dingin.","3","","","",""
"TikTok","#kpop","Beneran gak nyaman tapi gak bisa stop.","3","","","",""
"TikTok","#kpop","Kayak nonton thriller yang tegang terus.","3","","","",""
"TikTok","#kpop","Denyutan bass-nya bikin jantung ngikut tegang.","3","","","",""
"TikTok","#kpop","Lagu ini kerasa kayak bahaya pelan-pelan datang.","3","","","",""
"TikTok","#kpop","Vokalnya terlalu tenang sampai serem.","3","","","",""
"TikTok","#kpop","Kayak ada yang berbisik “awas”.","3","","","",""
"TikTok","#kpop","Ini musiknya kayak hujan badai mau datang.  😨","3","","","",""
"TikTok","#kpop","Denger ini pake headset rasa takutnya dua kali lipat.","3","","","",""
"TikTok","#kpop","Seram tapi satisfying.","3","","","",""
"TikTok","#kpop","Kayak masuk rumah kosong yang lampunya mati.","3","","","",""
"TikTok","#kpop","Ada getaran aneh yang bikin ngeri.","3","","","",""
"TikTok","#kpop","Lagu ini bener-bener triggering sense of dread.","3","","","",""
"TikTok","#kpop","Suasananya tegang dari awal sampe akhir.","3","","","",""
"TikTok","#kpop","Bikin aku tahan napas saking takutnya.","3","","","",""
"TikTok","#kpop","Kok bisa lagu sehalus ini kerasa menakutkan.","3","","","",""
"TikTok","#kpop","Ada nada minor yang bikin merinding.","3","","","",""
"TikTok","#kpop","Kayak ada bahaya yang gak kelihatan.","3","","","",""
"TikTok","#kpop","Lagu ini bikin aku ngeliat bayangan gak jelas.","3","","","",""
"TikTok","#kpop","Dejavu serem gara-gara musiknya.","3","","","",""
"TikTok","#kpop","Vibes-nya kayak mimpi buruk yang lambat.","3","","","",""
"TikTok","#kpop","Kok kerasa kayak ruangan jadi kecil.","3","","","",""
"TikTok","#kpop","Ada terror halus di setiap beat serem si.","3","","","",""
"TikTok","#kpop","Denger ini bikin aku cek jendela dulu.","3","","","",""
"TikTok","#kpop","Kayak ada sesuatu di balik pintu.","3","","","",""
"TikTok","#kpop","Lagu ini kayak adegan sebelum jumpscare 😨","3","","","",""
"TikTok","#kpop","Seram tapi aesthetic mantap","3","","","",""
"TikTok","#kpop","Kok dada rasanya sesak ya denger ini.","3","","","",""
"TikTok","#kpop","Kayak lagi jalan sendiri di jalan gelap.","3","","","",""
"TikTok","#kpop","Ini vibesnya survival horror.","3","","","",""
"TikTok","#kpop","Ada gemuruh pelan yang bikin anxious.","3","","","",""
"TikTok","#kpop","Vokalnya spooky level classy.","3","","","",""
"YouTube","#kpop","Lagu ini kayak ancaman yang dibungkus cantik.","3","","","",""
"YouTube","#kpop","Suasana takutnya halus tapi nyata.","3","","","",""
"YouTube","#kpop","Kayak ada yang mengawasi dari jauh.","3","","","",""
"YouTube","#kpop","Bass-nya kerasa kayak langkah berat.","3","","","",""
"YouTube","#kpop","Lagu yang bikin kita gak nyaman tapi ketagihan.","3","","","",""
"YouTube","#kpop","Ada energi gelap yang kuat banget.","3","","","",""
"YouTube","#kpop","Kok mirip soundtrack seseorang hilang.","3","","","",""
"YouTube","#kpop","Ini lagu tuh kayak senyum yang gak tulus, ngeri.","3","","","",""
"YouTube","#kpop","Reff-nya kayak warning keras.","3","","","",""
"YouTube","#kpop","Aku merinding literally.","3","","","",""
"YouTube","#kpop","Kayak ada yang bisik “jangan lihat ke belakang”.","3","","","",""
"YouTube","#kpop","Sonic atmosphere-nya bikin cemas.","3","","","",""
"YouTube","#kpop","Beneran kerasa kayak apocalypse vibe.","3","","","",""
"TikTok","#kpop","Lagu ini ngebangun rasa takut pelan-pelan.","3","","","",""
"TikTok","#kpop","Instrumental ominous banget.","3","","","",""
"TikTok","#kpop","Kayak alarm bahaya tapi bentuk musik.","3","","","",""
"TikTok","#kpop","Vokal layering-nya spooky parah.","3","","","",""
"TikTok","#kpop","Ini bukan lagu, ini peringatan.","3","","","",""
"TikTok","#kpop","Langsung noleh kiri kanan pas denger.","3","","","",""
"TikTok","#kpop","Takut banget tapi nggak bisa skip.","3","","","",""
"TikTok","#kpop","Kenapa lagu ini bikin aku ngerasa nggak sendirian.","3","","","",""
"TikTok","#kpop","Lagu ini bikin aku pengen jatuh cinta lagi.","4","","","",""
"TikTok","#kpop","Reff-nya manis banget sampe hati meleleh.","4","","","",""
"TikTok","#kpop","Kayak ada kupu-kupu tiap denger bagian ini.","4","","","",""
"TikTok","#kpop","Suaranya lembut banget, berasa dipeluk.","4","","","",""
"TikTok","#kpop","Ini lagu kayak lagi ngeliat orang yang kamu suka dari jauh.","4","","","",""
"TikTok","#kpop","Jujur, kalau ada yang nyanyi ini buat aku, aku langsung luluh.","4","","","",""
"TikTok","#kpop","Romance vibes-nya halus tapi nempel.","4","","","",""
"TikTok","#kpop","Kayak lagi senyum-senyum mikirin seseorang.","4","","","",""
"TikTok","#kpop","Lagu ini tuh hangat banget rasanya.","4","","","",""
"TikTok","#kpop","Bikin ingat orang yang bikin hidup lebih ringan.","4","","","",""
"TikTok","#kpop","Ini versi musik dari “aku suka kamu”.","4","","","",""
"TikTok","#kpop","Romantis tapi elegan banget.","4","","","",""
"TikTok","#kpop","Denger ini langsung pengen gandeng tangan seseorang.","4","","","",""
"TikTok","#kpop","Lagu yang bikin hati penuh.","4","","","",""
"TikTok","#kpop","Lembutnya bikin hati tenang.","4","","","",""
"TikTok","#kpop","Kayak jatuh cinta pertama kali.","4","","","",""
"TikTok","#kpop","Rasanya kayak nunggu pesan dari orang spesial.","4","","","",""
"TikTok","#kpop","Bikin kangen seseorang yang belum tentu tau kita suka dia.","4","","","",""
"TikTok","#kpop","Manisnya pas banget, nggak lebay.","4","","","",""
"TikTok","#kpop","Ini tipe lagu yang bikin kamu ngaku kalau lagi suka sama orang.","4","","","",""
"TikTok","#kpop","Warm vibes yang bikin hati ngehang.","4","","","",""
"TikTok","#kpop","Setiap liriknya kayak puisi kecil.","4","","","",""
"TikTok","#kpop","Ini lagu cocok banget buat crush moment.","4","","","",""
"TikTok","#kpop","Kayak ada cahaya lembut di dada.","4","","","",""
"TikTok","#kpop","Lagu yang bikin dunia terasa lebih lembut.","4","","","",""
"TikTok","#kpop","Denger ini sambil liat langit = love.","4","","","",""
"TikTok","#kpop","Reff-nya kayak pelukan yang lama.","4","","","",""
"TikTok","#kpop","Lagu yang bisa bikin kamu percaya cinta itu ada.","4","","","",""
"TikTok","#kpop","Vibes-nya sweet tapi dewasa.","4","","","",""
"TikTok","#kpop","Pengen banget ada yang nyanyiin ini buat aku.","4","","","",""
"TikTok","#kpop","Ini lagu kayak senyum malu-malu.","4","","","",""
"TikTok","#kpop","Bikin ingat semua hal kecil yang bikin jatuh cinta.","4","","","",""
"TikTok","#kpop","Musiknya kayak semangat yang pelan tapi manis.","4","","","",""
"TikTok","#kpop","Ini cocok buat nembak seseorang.","4","","","",""
"TikTok","#kpop","Kayak jalan sore sambil pegangan tangan.","4","","","",""
"TikTok","#kpop","Reff-nya bikin hati bergetar.","4","","","",""
"TikTok","#kpop","Romantisnya bukan maksa, tapi natural.","4","","","",""
"TikTok","#kpop","Ini lagu bikin aku ngerasa dicintai padahal enggak.","4","","","",""
"TikTok","#kpop","Sweet-nya dapet banget.","4","","","",""
"TikTok","#kpop","Cocok buat first date vibe.","4","","","",""
"TikTok","#kpop","Bikin pipi panas sendiri.","4","","","",""
